f6g5,0.178498,1;
e5d4,1.13695,1;
g3c3,0.91024,1;
c8f5,0.418313,1;
b8d7,0.310063,1;
Avg time,0.590813,5;
f6g5,0.183129,2;
e5d4,0.947573,2;
g3c3,0.605285,2;
c8f5,0.272705,2;
b8d7,0.205859,2;
Avg time,0.479952,5;
f6g5,0.186844,4;
e5d4,0.979475,4;
g3c3,0.447113,4;
c8f5,0.210018,4;
b8d7,0.184148,4;
Avg time,0.434051,5;
f6g5,0.218668,8;
e5d4,1.012,8;
g3c3,0.408022,8;
c8f5,0.185449,8;
b8d7,0.172318,8;
Avg time,0.410673,5;
f6g5,0.269059,12;
e5d4,0.884989,12;
g3c3,0.489244,12;
c8f5,0.234581,12;
b8d7,0.235295,12;
Avg time,0.400040,5;
f6g5,0.288217,16;
e5d4,0.839375,16;
g3c3,0.530652,16;
c8f5,0.242649,16;
b8d7,0.24491,16;
Avg time,0.393679,5;
f6g5,0.296107,24;
e5d4,0.86853,24;
g3c3,0.541382,24;
c8f5,0.269685,24;
b8d7,0.29458,24;
Avg time,0.391726,5;
f6g5,0.359484,32;
e5d4,1.04449,32;
g3c3,0.625484,32;
c8f5,0.346817,32;
b8d7,0.341551,32;
Avg time,0.398531,5;
f6g5,0.416108,64;
e5d4,1.31111,64;
g3c3,0.803553,64;
c8f5,0.487163,64;
b8d7,0.488517,64;
Avg time,0.416814,5;
f6g5,0.521628,96;
e5d4,1.7156,96;
g3c3,1.03288,96;
c8f5,0.658251,96;
b8d7,0.655937,96;
Avg time,0.447453,5;
